timestamp,dvol,lee_mykland_jump,lee_mykland_jump_standard,T_statistic,L_statistic
2021-04-24 23:00:00,94.08,0,0,-13.586585347115328,0.3172130484138827
2021-04-25 00:00:00,93.52,0,0,-11.083102984220325,-0.9979395749402207
2021-04-25 01:00:00,93.37,0,0,-13.757001347152645,-0.2708749181800569
2021-04-25 02:00:00,93.85,0,0,-11.540105121698668,0.8736752772277334
2021-04-25 03:00:00,93.92,0,0,-14.28083770711811,0.1284376032332343
2021-04-25 04:00:00,94.22,0,0,-12.710076575021032,0.5555461722021565
2021-04-25 05:00:00,94.22,0,0,-14.753187853464976,0.0
2021-04-25 06:00:00,92.63,0,0,-3.593096843775213,-3.034561018420299
2021-04-25 07:00:00,91.54,0,0,-7.419250177542747,-1.994184578204101
2021-04-25 08:00:00,92.8,0,0,-6.595784378964182,2.218094688811552
2021-04-25 09:00:00,91.31,0,0,-5.555250112891047,-2.5010282884940773
2021-04-25 10:00:00,92.08,0,0,-10.089137711592848,1.2682105133546104
2021-04-25 11:00:00,92.32,0,0,-13.299973156272204,0.3951463001213674
2021-04-25 12:00:00,92.28,0,0,-14.508856441028488,-0.06643660693372323
2021-04-25 13:00:00,92.96,0,0,-10.575820432038984,1.1358757133496376
2021-04-25 14:00:00,93.31,0,0,-12.607952288223684,0.583314976191312
2021-04-25 15:00:00,92.65,0,0,-10.68740261337973,-1.1055351957362114
2021-04-25 16:00:00,92.69,0,0,-14.503806653396992,0.06780970404238745
2021-04-25 17:00:00,92.64,0,0,-14.4385880027629,-0.08554342814162243
2021-04-25 18:00:00,92.48,0,0,-13.736421645424294,-0.2764707829970508
2021-04-25 19:00:00,92.79,0,0,-12.76991836316647,0.5392744807418413
2021-04-25 20:00:00,93.6,0,0,-9.591307930571778,1.403576331248352
2021-04-25 21:00:00,94.41,0,0,-9.676623811702205,1.380377931978509
2021-04-25 22:00:00,93.49,0,0,-9.039058484800984,-1.5537395009864141
2021-04-25 23:00:00,93.46,0,0,-14.56448238961935,-0.05131125221574505
2021-04-26 00:00:00,92.4,0,0,-7.996849248770019,-1.837128544852741
2021-04-26 01:00:00,91.5,0,0,-9.040876460698204,-1.5532451717927422
2021-04-26 02:00:00,83.48,1,1,31.534445561514815,-12.586156141026958
2021-04-26 03:00:00,81.52,0,0,-5.321927454924114,-2.564471484608331
2021-04-26 04:00:00,80.38,0,0,-9.281639139200532,-1.487778945913466
2021-04-26 05:00:00,80.78,0,0,-12.821387667646684,0.5252793668233929
2021-04-26 06:00:00,81.04,0,0,-13.495018691021334,0.34211110748245815
2021-04-26 07:00:00,82.31,0,0,-8.645738572749417,1.6606878468237267
