timestamp_utc,instrument_name,strike,expiration,option_type,mark_price,open_interest,delta,gamma,vega,theta
2025-10-20T04:00:00,BTC-20OCT25-92000-P,92000.0,1760947200000,put,,,,,,
2025-10-20T04:00:00,BTC-20OCT25-94000-C,94000.0,1760947200000,call,,,,,,
2025-10-20T04:00:00,BTC-20OCT25-102000-P,102000.0,1760947200000,put,,,,,,
2025-10-20T04:00:00,BTC-20OCT25-103000-C,103000.0,1760947200000,call,,,,,,
2025-10-20T04:00:00,BTC-20OCT25-103000-P,103000.0,1760947200000,put,,,,,,
