Model,RMSE,MAE,MAPE,R²,Directional_Accuracy_%
HAR-RV-Diff_Train,0.8650772001533511,0.4187863760398749,0.5933670497478855,0.9981387434184879,53.430444923645645
HAR-RV-Diff_Val,0.5351438967423457,0.3099420189362283,0.5329309962737934,0.9963000685985847,54.15733298194756
HAR-RV-Diff_Test,0.4861310829670418,0.2576262366029106,0.5424901236595773,0.997029054987837,51.69960474308301
